id,trap_id,site,habitat,date_set,sample_round,notes,sp_code,count,family,genus,species
1,1,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
1,1,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
1,1,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
1,1,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
1,1,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
1,1,site_1,longleaf,2010-10-09,1,NA,h__,0,Histeridae,NA,NA
1,1,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
1,1,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
1,1,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
2,2,site_1,longleaf,2010-10-09,1,NA,p_ign,3,Scarabaeidae,Phanaeus,igneus floridanus
2,2,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
2,2,site_1,longleaf,2010-10-09,1,NA,o_tub,3,Scarabaeidae,Onthophagus,tuberculifrons
2,2,site_1,longleaf,2010-10-09,1,NA,o_okl,0,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
2,2,site_1,longleaf,2010-10-09,1,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
2,2,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
2,2,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
2,2,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
2,2,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
2,2,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
2,2,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
2,2,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
2,2,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
2,2,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
2,2,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
2,2,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
2,2,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
2,2,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
2,2,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
2,2,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
2,2,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
2,2,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
2,2,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
2,2,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
2,2,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
2,2,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
2,2,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
2,2,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
2,2,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
2,2,site_1,longleaf,2010-10-09,1,NA,h__,1,Histeridae,NA,NA
2,2,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
2,2,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
2,2,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
3,3,site_1,longleaf,2010-10-09,1,NA,p_ign,0,Scarabaeidae,Phanaeus,igneus floridanus
3,3,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
3,3,site_1,longleaf,2010-10-09,1,NA,o_tub,12,Scarabaeidae,Onthophagus,tuberculifrons
3,3,site_1,longleaf,2010-10-09,1,NA,o_okl,4,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
3,3,site_1,longleaf,2010-10-09,1,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
3,3,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
3,3,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
3,3,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
3,3,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
3,3,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
3,3,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
3,3,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
3,3,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
3,3,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
3,3,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
3,3,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
3,3,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
3,3,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
3,3,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
3,3,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
3,3,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
3,3,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
3,3,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
3,3,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
3,3,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
3,3,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
3,3,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
3,3,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
3,3,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
3,3,site_1,longleaf,2010-10-09,1,NA,h__,2,Histeridae,NA,NA
3,3,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
3,3,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
3,3,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
4,4,site_1,longleaf,2010-10-09,1,NA,p_ign,0,Scarabaeidae,Phanaeus,igneus floridanus
4,4,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
4,4,site_1,longleaf,2010-10-09,1,NA,o_tub,16,Scarabaeidae,Onthophagus,tuberculifrons
4,4,site_1,longleaf,2010-10-09,1,NA,o_okl,3,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
4,4,site_1,longleaf,2010-10-09,1,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
4,4,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
4,4,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
4,4,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
4,4,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
4,4,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
4,4,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
4,4,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
4,4,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
4,4,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
4,4,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
4,4,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
4,4,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
4,4,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
4,4,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
4,4,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
4,4,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
4,4,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
4,4,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
4,4,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
4,4,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
4,4,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
4,4,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
4,4,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
4,4,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
4,4,site_1,longleaf,2010-10-09,1,NA,h__,1,Histeridae,NA,NA
4,4,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
4,4,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
4,4,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
5,5,site_1,longleaf,2010-10-09,1,NA,p_ign,0,Scarabaeidae,Phanaeus,igneus floridanus
5,5,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
5,5,site_1,longleaf,2010-10-09,1,NA,o_tub,4,Scarabaeidae,Onthophagus,tuberculifrons
5,5,site_1,longleaf,2010-10-09,1,NA,o_okl,1,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
5,5,site_1,longleaf,2010-10-09,1,NA,a_cam,0,Scarabaeidae,Aphodius,campestris
5,5,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
5,5,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
5,5,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
5,5,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
5,5,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
5,5,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
5,5,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
5,5,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
5,5,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
5,5,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
5,5,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
5,5,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
5,5,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
5,5,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
5,5,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
5,5,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
5,5,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
5,5,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
5,5,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
5,5,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
5,5,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
5,5,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
5,5,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
5,5,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
5,5,site_1,longleaf,2010-10-09,1,NA,h__,2,Histeridae,NA,NA
5,5,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
5,5,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
5,5,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
6,6,site_1,longleaf,2010-10-09,1,NA,p_ign,0,Scarabaeidae,Phanaeus,igneus floridanus
6,6,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
6,6,site_1,longleaf,2010-10-09,1,NA,o_tub,3,Scarabaeidae,Onthophagus,tuberculifrons
6,6,site_1,longleaf,2010-10-09,1,NA,o_okl,2,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
6,6,site_1,longleaf,2010-10-09,1,NA,a_cam,0,Scarabaeidae,Aphodius,campestris
6,6,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
6,6,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
6,6,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
6,6,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
6,6,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
6,6,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
6,6,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
6,6,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
6,6,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
6,6,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
6,6,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
6,6,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
6,6,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
6,6,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
6,6,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
6,6,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
6,6,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
6,6,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
6,6,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
6,6,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
6,6,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
6,6,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
6,6,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
6,6,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
6,6,site_1,longleaf,2010-10-09,1,NA,h__,0,Histeridae,NA,NA
6,6,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
6,6,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
6,6,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
7,7,site_1,longleaf,2010-10-09,1,NA,p_ign,1,Scarabaeidae,Phanaeus,igneus floridanus
7,7,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
7,7,site_1,longleaf,2010-10-09,1,NA,o_tub,2,Scarabaeidae,Onthophagus,tuberculifrons
7,7,site_1,longleaf,2010-10-09,1,NA,o_okl,1,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
7,7,site_1,longleaf,2010-10-09,1,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
7,7,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
7,7,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
7,7,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
7,7,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
7,7,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
7,7,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
7,7,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
7,7,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
7,7,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
7,7,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
7,7,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
7,7,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
7,7,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
7,7,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
7,7,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
7,7,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
7,7,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
7,7,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
7,7,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
7,7,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
7,7,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
7,7,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
7,7,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
7,7,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
7,7,site_1,longleaf,2010-10-09,1,NA,h__,0,Histeridae,NA,NA
7,7,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
7,7,site_1,longleaf,2010-10-09,1,NA,sp2,NA,NA,NA,NA
7,7,site_1,longleaf,2010-10-09,1,NA,unkno,NA,NA,NA,NA
8,8,site_1,longleaf,2010-10-09,1,NA,p_ign,1,Scarabaeidae,Phanaeus,igneus floridanus
8,8,site_1,longleaf,2010-10-09,1,NA,b_dep,0,Scarabaeidae,Boreocanthon,depressipennis
8,8,site_1,longleaf,2010-10-09,1,NA,o_tub,16,Scarabaeidae,Onthophagus,tuberculifrons
8,8,site_1,longleaf,2010-10-09,1,NA,o_okl,3,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
8,8,site_1,longleaf,2010-10-09,1,NA,a_cam,0,Scarabaeidae,Aphodius,campestris
8,8,site_1,longleaf,2010-10-09,1,NA,o_hec,0,Scarabaeidae,Onthophagus,hecate
8,8,site_1,longleaf,2010-10-09,1,NA,m_bis,0,Scarabaeidae,Melanocanthon,bispinatus
8,8,site_1,longleaf,2010-10-09,1,NA,g_vir,0,Scarabaeidae,Glaphyrocanthon,v. viridis
8,8,site_1,longleaf,2010-10-09,1,NA,p_pro,0,Scarabaeidae,Peltotrupes,profundus or youngi
8,8,site_1,longleaf,2010-10-09,1,NA,b_for,0,Scarabaeidae,Blackburneus,fordi
8,8,site_1,longleaf,2010-10-09,1,NA,a_lec,0,Scarabaeidae,Ateuchus,lecontei
8,8,site_1,longleaf,2010-10-09,1,NA,a_bic,0,Scarabaeidae,Aphodius,bicolor
8,8,site_1,longleaf,2010-10-09,1,NA,a_cra,0,Scarabaeidae,Aphodius,crassulus
8,8,site_1,longleaf,2010-10-09,1,NA,a_stu,0,Scarabaeidae,Aphodius,stupidus
8,8,site_1,longleaf,2010-10-09,1,NA,m_pun,0,Scarabaeidae,Melanocanthon,punctaticollis
8,8,site_1,longleaf,2010-10-09,1,NA,o_aci,0,Scarabaeidae,Onthophagus,aciculatulus
8,8,site_1,longleaf,2010-10-09,1,NA,a_liv,0,Scarabaeidae,Aphodius,lividus
8,8,site_1,longleaf,2010-10-09,1,NA,d_car,0,Scarabaeidae,Dichotomius,carolinus
8,8,site_1,longleaf,2010-10-09,1,NA,o_con,0,Scarabaeidae,Onthophagus,concinnus
8,8,site_1,longleaf,2010-10-09,1,NA,o_str,0,Scarabaeidae,Onthophagus,striatulus floridanus
8,8,site_1,longleaf,2010-10-09,1,NA,a_cyl,0,Scarabaeidae,Ataenius,cylindrus ?
8,8,site_1,longleaf,2010-10-09,1,NA,g_bla,0,Scarabaeidae,Geotrupes,b. blackburnii
8,8,site_1,longleaf,2010-10-09,1,NA,o_pen,0,Scarabaeidae,Onthophagus,pennsylvanicus
8,8,site_1,longleaf,2010-10-09,1,NA,a_rub,0,Scarabaeidae,Aphodius,rubeolus
8,8,site_1,longleaf,2010-10-09,1,NA,c_min,NA,Scarabaeidae,Copris,minutus
8,8,site_1,longleaf,2010-10-09,1,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
8,8,site_1,longleaf,2010-10-09,1,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
8,8,site_1,longleaf,2010-10-09,1,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
8,8,site_1,longleaf,2010-10-09,1,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
8,8,site_1,longleaf,2010-10-09,1,NA,h__,1,Histeridae,NA,NA
8,8,site_1,longleaf,2010-10-09,1,NA,sp1,NA,NA,NA,NA
